,lcbatch,sortday,MS_Run,celltype,id,channel,sub,Set,well,label,sample.x,sample.y,isoTime,diameter,elongation,slide,field,dropXPos,dropYPos,pickupXPos,pickupYPos,wellAlph,wellNum
598,C,B,124,unused,i598,Reporter.intensity.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
599,C,B,124,u,i599,Reporter.intensity.5,NA,XeAL00255,O13,5,u,d0,11:12:05 AM,18.08,1.89,1,3,21,56,15,58,O,13
600,C,B,124,u,i600,Reporter.intensity.6,NA,XeAL00255,O13,6,u,d0,11:12:12 AM,24.04,1.41,1,3,9,60,15,58,O,13
601,C,B,124,u,i601,Reporter.intensity.7,NA,XeAL00255,O13,7,u,d0,11:12:14 AM,20.99,1.69,1,3,13,60,15,58,O,13
602,C,B,124,u,i602,Reporter.intensity.8,NA,XeAL00255,O13,8,u,d0,11:12:16 AM,21.14,1.57,1,3,17,60,15,58,O,13
603,C,B,124,u,i603,Reporter.intensity.9,NA,XeAL00255,O13,9,u,d0,11:12:19 AM,22.35,1.65,1,3,21,60,15,58,O,13
604,C,B,124,u,i604,Reporter.intensity.10,NA,XeAL00255,O13,10,u,d0,11:12:41 AM,20.35,1.64,1,3,11,64,15,58,O,13
605,C,B,124,u,i605,Reporter.intensity.11,NA,XeAL00255,O13,11,u,d0,11:12:43 AM,21.29,1.71,1,3,15,64,15,58,O,13
606,C,B,124,neg,i606,Reporter.intensity.12,NA,XeAL00255,O13,12,neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
607,C,B,124,m,i607,Reporter.intensity.13,C1,XeAL00255,O13,13,m,d0,10:27:19 AM,25.41,1.7,1,3,11,52,15,58,O,13
608,C,B,124,m,i608,Reporter.intensity.14,C1,XeAL00255,O13,14,m,d0,10:27:21 AM,27.49,1.41,1,3,15,52,15,58,O,13
609,C,B,124,m,i609,Reporter.intensity.15,C1,XeAL00255,O13,15,m,d0,10:27:25 AM,27.04,1.92,1,3,19,52,15,58,O,13
610,C,B,124,m,i610,Reporter.intensity.16,C1,XeAL00255,O13,16,m,d0,10:27:43 AM,22.46,1.5,1,3,9,56,15,58,O,13
611,C,B,124,m,i611,Reporter.intensity.17,C1,XeAL00255,O13,17,m,d0,10:27:45 AM,28.7,1.5,1,3,13,56,15,58,O,13
612,C,B,124,m,i612,Reporter.intensity.18,C1,XeAL00255,O13,18,m,d0,10:27:47 AM,27.27,1.49,1,3,17,56,15,58,O,13
613,C,B,125,carrier,i613,Reporter.intensity.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
614,C,B,125,reference,i614,Reporter.intensity.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
615,C,B,125,unused,i615,Reporter.intensity.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
616,C,B,125,unused,i616,Reporter.intensity.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
617,C,B,125,u,i617,Reporter.intensity.5,NA,XeAL00256,O14,5,u,d0,11:12:21 AM,18.01,1.26,1,3,31,60,37,58,O,14
618,C,B,125,u,i618,Reporter.intensity.6,NA,XeAL00256,O14,6,u,d0,11:12:23 AM,20.27,1.42,1,3,35,60,37,58,O,14
619,C,B,125,u,i619,Reporter.intensity.7,NA,XeAL00256,O14,7,u,d0,11:12:26 AM,18.01,1.43,1,3,39,60,37,58,O,14
620,C,B,125,u,i620,Reporter.intensity.8,NA,XeAL00256,O14,8,u,d0,11:12:28 AM,19.04,1.61,1,3,43,60,37,58,O,14
621,C,B,125,u,i621,Reporter.intensity.9,NA,XeAL00256,O14,9,u,d0,11:12:46 AM,20.03,1.69,1,3,33,64,37,58,O,14
622,C,B,125,u,i622,Reporter.intensity.10,NA,XeAL00256,O14,10,u,d0,11:12:48 AM,17.87,1.52,1,3,37,64,37,58,O,14
623,C,B,125,neg,i623,Reporter.intensity.11,NA,XeAL00256,O14,11,neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,C,B,125,m,i624,Reporter.intensity.12,C1,XeAL00256,O14,12,m,d0,10:27:27 AM,21.67,1.7,1,3,33,52,37,58,O,14
625,C,B,125,m,i625,Reporter.intensity.13,C1,XeAL00256,O14,13,m,d0,10:27:29 AM,26.3,1.44,1,3,37,52,37,58,O,14
626,C,B,125,m,i626,Reporter.intensity.14,C1,XeAL00256,O14,14,m,d0,10:27:32 AM,25.75,1.35,1,3,41,52,37,58,O,14
627,C,B,125,m,i627,Reporter.intensity.15,NA,XeAL00256,O14,15,m,d0,10:27:49 AM,22.19,1.94,1,3,31,56,37,58,O,14
628,C,B,125,m,i628,Reporter.intensity.16,C1,XeAL00256,O14,16,m,d0,10:27:53 AM,23.83,1.35,1,3,35,56,37,58,O,14
629,C,B,125,m,i629,Reporter.intensity.17,C1,XeAL00256,O14,17,m,d0,10:27:57 AM,21.63,1.41,1,3,39,56,37,58,O,14
630,C,B,125,u,i630,Reporter.intensity.18,NA,XeAL00256,O14,18,u,d0,11:12:08 AM,17.23,1.63,1,3,43,56,37,58,O,14
631,C,B,126,carrier,i631,Reporter.intensity.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,C,B,126,reference,i632,Reporter.intensity.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,C,B,126,unused,i633,Reporter.intensity.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,C,B,126,unused,i634,Reporter.intensity.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,C,B,126,u,i635,Reporter.intensity.5,NA,XeAL00257,O15,5,u,d0,11:12:33 AM,21.79,1.52,1,3,57,60,59,58,O,15
636,C,B,126,u,i636,Reporter.intensity.6,NA,XeAL00257,O15,6,u,d0,11:12:35 AM,20.2,1.69,1,3,61,60,59,58,O,15
637,C,B,126,u,i637,Reporter.intensity.7,NA,XeAL00257,O15,7,u,d0,11:12:38 AM,19.43,1.54,1,3,65,60,59,58,O,15
638,C,B,126,u,i638,Reporter.intensity.8,NA,XeAL00257,O15,8,u,d0,11:12:50 AM,20.2,1.23,1,3,55,64,59,58,O,15
639,C,B,126,u,i639,Reporter.intensity.9,NA,XeAL00257,O15,9,u,d0,11:12:52 AM,20.09,1.5,1,3,59,64,59,58,O,15
640,C,B,126,neg,i640,Reporter.intensity.10,NA,XeAL00257,O15,10,neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641,C,B,126,m,i641,Reporter.intensity.11,C1,XeAL00257,O15,11,m,d0,10:27:34 AM,23.25,1.72,1,3,55,52,59,58,O,15
642,C,B,126,m,i642,Reporter.intensity.12,C1,XeAL00257,O15,12,m,d0,10:27:38 AM,27.34,1.58,1,3,59,52,59,58,O,15
643,C,B,126,m,i643,Reporter.intensity.13,C1,XeAL00257,O15,13,m,d0,10:27:40 AM,22.01,1.7,1,3,63,52,59,58,O,15
644,C,B,126,m,i644,Reporter.intensity.14,C1,XeAL00257,O15,14,m,d0,10:27:58 AM,24.94,1.59,1,3,53,56,59,58,O,15
645,C,B,126,m,i645,Reporter.intensity.15,C1,XeAL00257,O15,15,m,d0,10:28:01 AM,29.68,1.5,1,3,57,56,59,58,O,15
646,C,B,126,m,i646,Reporter.intensity.16,C1,XeAL00257,O15,16,m,d0,10:28:03 AM,24.78,1.69,1,3,61,56,59,58,O,15
647,C,B,126,u,i647,Reporter.intensity.17,NA,XeAL00257,O15,17,u,d0,11:12:10 AM,18.94,1.54,1,3,65,56,59,58,O,15
648,C,B,126,u,i648,Reporter.intensity.18,NA,XeAL00257,O15,18,u,d0,11:12:30 AM,19.39,1.42,1,3,53,60,59,58,O,15
649,C,B,127,carrier,i649,Reporter.intensity.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,C,B,127,reference,i650,Reporter.intensity.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,C,B,127,unused,i651,Reporter.intensity.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,C,B,127,unused,i652,Reporter.intensity.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,C,B,127,m,i653,Reporter.intensity.5,C1,XeAL00258,O16,5,m,d0,10:17:58 AM,22.91,1.63,1,4,6,8,10,14,O,16
654,C,B,127,m,i654,Reporter.intensity.6,C1,XeAL00258,O16,6,m,d0,10:18:00 AM,32.09,1.52,1,4,10,8,10,14,O,16
655,C,B,127,m,i655,Reporter.intensity.7,C1,XeAL00258,O16,7,m,d0,10:18:02 AM,25.13,1.59,1,4,14,8,10,14,O,16
656,C,B,127,m,i656,Reporter.intensity.8,C1,XeAL00258,O16,8,m,d0,10:18:20 AM,24.32,1.63,1,4,4,12,10,14,O,16
657,C,B,127,m,i657,Reporter.intensity.9,C1,XeAL00258,O16,9,m,d0,10:18:22 AM,31.13,1.77,1,4,8,12,10,14,O,16
658,C,B,127,m,i658,Reporter.intensity.10,C1,XeAL00258,O16,10,m,d0,10:18:24 AM,23.6,1.71,1,4,12,12,10,14,O,16
659,C,B,127,m,i659,Reporter.intensity.11,NA,XeAL00258,O16,11,m,d0,10:18:26 AM,29.03,1.71,1,4,16,12,10,14,O,16
660,C,B,127,u,i660,Reporter.intensity.12,NA,XeAL00258,O16,12,u,d0,11:03:51 AM,19.6,1.46,1,4,4,16,10,14,O,16
661,C,B,127,u,i661,Reporter.intensity.13,NA,XeAL00258,O16,13,u,d0,11:03:53 AM,21.46,1.42,1,4,8,16,10,14,O,16
662,C,B,127,u,i662,Reporter.intensity.14,NA,XeAL00258,O16,14,u,d0,11:03:55 AM,17.92,1.52,1,4,12,16,10,14,O,16
663,C,B,127,u,i663,Reporter.intensity.15,NA,XeAL00258,O16,15,u,d0,11:03:57 AM,18.39,1.52,1,4,16,16,10,14,O,16
664,C,B,127,u,i664,Reporter.intensity.16,NA,XeAL00258,O16,16,u,d0,11:04:17 AM,18.93,1.66,1,4,6,20,10,14,O,16
665,C,B,127,u,i665,Reporter.intensity.17,NA,XeAL00258,O16,17,u,d0,11:04:19 AM,18.49,1.49,1,4,10,20,10,14,O,16
666,C,B,127,neg,i666,Reporter.intensity.18,NA,XeAL00258,O16,18,neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,C,B,128,carrier,i667,Reporter.intensity.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,C,B,128,reference,i668,Reporter.intensity.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,C,B,128,unused,i669,Reporter.intensity.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,C,B,128,unused,i670,Reporter.intensity.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,C,B,128,m,i671,Reporter.intensity.5,C1,XeAL00259,O17,5,m,d0,10:18:07 AM,26.7,1.39,1,4,32,8,32,14,O,17
672,C,B,128,m,i672,Reporter.intensity.6,C1,XeAL00259,O17,6,m,d0,10:18:10 AM,22.35,1.59,1,4,36,8,32,14,O,17
673,C,B,128,m,i673,Reporter.intensity.7,C1,XeAL00259,O17,7,m,d0,10:18:27 AM,23.86,1.34,1,4,26,12,32,14,O,17
674,C,B,128,m,i674,Reporter.intensity.8,C1,XeAL00259,O17,8,m,d0,10:18:29 AM,29.05,1.65,1,4,30,12,32,14,O,17
675,C,B,128,m,i675,Reporter.intensity.9,C1,XeAL00259,O17,9,m,d0,10:18:32 AM,27.42,1.67,1,4,34,12,32,14,O,17
676,C,B,128,m,i676,Reporter.intensity.10,C1,XeAL00259,O17,10,m,d0,10:18:36 AM,23.95,1.53,1,4,38,12,32,14,O,17
677,C,B,128,u,i677,Reporter.intensity.11,NA,XeAL00259,O17,11,u,d0,11:03:59 AM,18.49,1.75,1,4,26,16,32,14,O,17
678,C,B,128,u,i678,Reporter.intensity.12,NA,XeAL00259,O17,12,u,d0,11:04:01 AM,22.32,1.72,1,4,30,16,32,14,O,17
679,C,B,128,u,i679,Reporter.intensity.13,NA,XeAL00259,O17,13,u,d0,11:04:03 AM,17.99,1.44,1,4,34,16,32,14,O,17
680,C,B,128,u,i680,Reporter.intensity.14,NA,XeAL00259,O17,14,u,d0,11:04:05 AM,18.77,1.45,1,4,38,16,32,14,O,17
681,C,B,128,u,i681,Reporter.intensity.15,NA,XeAL00259,O17,15,u,d0,11:04:21 AM,19.37,1.43,1,4,28,20,32,14,O,17
682,C,B,128,u,i682,Reporter.intensity.16,NA,XeAL00259,O17,16,u,d0,11:04:23 AM,17.65,1.42,1,4,32,20,32,14,O,17
683,C,B,128,neg,i683,Reporter.intensity.17,NA,XeAL00259,O17,17,neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,C,B,128,m,i684,Reporter.intensity.18,C1,XeAL00259,O17,18,m,d0,10:18:05 AM,22.79,1.49,1,4,28,8,32,14,O,17
685,C,B,129,carrier,i685,Reporter.intensity.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,C,B,129,reference,i686,Reporter.intensity.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,C,B,129,unused,i687,Reporter.intensity.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,C,B,129,unused,i688,Reporter.intensity.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,C,B,129,m,i689,Reporter.intensity.5,C1,XeAL00260,O18,5,m,d0,10:18:16 AM,28.56,1.54,1,4,58,8,54,14,O,18
690,C,B,129,m,i690,Reporter.intensity.6,C1,XeAL00260,O18,6,m,d0,10:18:39 AM,25.05,1.45,1,4,48,12,54,14,O,18
691,C,B,129,m,i691,Reporter.intensity.7,C1,XeAL00260,O18,7,m,d0,10:18:41 AM,23.2,1.58,1,4,52,12,54,14,O,18
692,C,B,129,m,i692,Reporter.intensity.8,C1,XeAL00260,O18,8,m,d0,10:18:46 AM,23.41,1.68,1,4,56,12,54,14,O,18
693,C,B,129,m,i693,Reporter.intensity.9,C1,XeAL00260,O18,9,m,d0,10:18:48 AM,24.06,1.49,1,4,60,12,54,14,O,18
694,C,B,129,u,i694,Reporter.intensity.10,NA,XeAL00260,O18,10,u,d0,11:04:08 AM,23.31,1.61,1,4,48,16,54,14,O,18
695,C,B,129,u,i695,Reporter.intensity.11,NA,XeAL00260,O18,11,u,d0,11:04:11 AM,20.48,1.5,1,4,52,16,54,14,O,18
696,C,B,129,u,i696,Reporter.intensity.12,NA,XeAL00260,O18,12,u,d0,11:04:13 AM,18.44,1.33,1,4,56,16,54,14,O,18
697,C,B,129,u,i697,Reporter.intensity.13,NA,XeAL00260,O18,13,u,d0,11:04:16 AM,21.21,1.29,1,4,60,16,54,14,O,18
698,C,B,129,u,i698,Reporter.intensity.14,NA,XeAL00260,O18,14,u,d0,11:04:26 AM,23.33,1.57,1,4,50,20,54,14,O,18
699,C,B,129,u,i699,Reporter.intensity.15,NA,XeAL00260,O18,15,u,d0,11:04:28 AM,20.86,1.62,1,4,54,20,54,14,O,18
700,C,B,129,neg,i700,Reporter.intensity.16,NA,XeAL00260,O18,16,neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,C,B,129,m,i701,Reporter.intensity.17,C1,XeAL00260,O18,17,m,d0,10:18:12 AM,23.16,1.58,1,4,50,8,54,14,O,18
702,C,B,129,m,i702,Reporter.intensity.18,C1,XeAL00260,O18,18,m,d0,10:18:14 AM,29.85,1.58,1,4,54,8,54,14,O,18
703,C,B,130,carrier,i703,Reporter.intensity.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,C,B,130,reference,i704,Reporter.intensity.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,C,B,130,unused,i705,Reporter.intensity.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,C,B,130,unused,i706,Reporter.intensity.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,C,B,130,m,i707,Reporter.intensity.5,C1,XeAL00261,O19,5,m,d0,10:19:13 AM,23.67,1.42,1,4,4,34,10,36,O,19
708,C,B,130,m,i708,Reporter.intensity.6,C1,XeAL00261,O19,6,m,d0,10:19:16 AM,28.87,1.47,1,4,8,34,10,36,O,19
709,C,B,130,m,i709,Reporter.intensity.7,C1,XeAL00261,O19,7,m,d0,10:19:18 AM,28.5,1.53,1,4,12,34,10,36,O,19
710,C,B,130,m,i710,Reporter.intensity.8,C1,XeAL00261,O19,8,m,d0,10:19:20 AM,25.6,1.47,1,4,16,34,10,36,O,19
711,C,B,130,u,i711,Reporter.intensity.9,NA,XeAL00261,O19,9,u,d0,11:04:32 AM,19.97,1.3,1,4,4,38,10,36,O,19
712,C,B,130,u,i712,Reporter.intensity.10,NA,XeAL00261,O19,10,u,d0,11:04:34 AM,16.77,1.32,1,4,8,38,10,36,O,19
713,C,B,130,u,i713,Reporter.intensity.11,NA,XeAL00261,O19,11,u,d0,11:04:36 AM,18.16,1.65,1,4,12,38,10,36,O,19
714,C,B,130,u,i714,Reporter.intensity.12,NA,XeAL00261,O19,12,u,d0,11:04:38 AM,21.52,1.34,1,4,16,38,10,36,O,19
715,C,B,130,u,i715,Reporter.intensity.13,NA,XeAL00261,O19,13,u,d0,11:05:00 AM,19.07,1.44,1,4,6,42,10,36,O,19
716,C,B,130,u,i716,Reporter.intensity.14,NA,XeAL00261,O19,14,u,d0,11:05:03 AM,18.6,1.62,1,4,10,42,10,36,O,19
717,C,B,130,neg,i717,Reporter.intensity.15,NA,XeAL00261,O19,15,neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718,C,B,130,m,i718,Reporter.intensity.16,C1,XeAL00261,O19,16,m,d0,10:18:50 AM,27.93,1.46,1,4,6,30,10,36,O,19
719,C,B,130,m,i719,Reporter.intensity.17,C1,XeAL00261,O19,17,m,d0,10:18:53 AM,25.52,1.58,1,4,10,30,10,36,O,19
720,C,B,130,m,i720,Reporter.intensity.18,C1,XeAL00261,O19,18,m,d0,10:18:55 AM,29.99,1.8,1,4,14,30,10,36,O,19
721,C,B,131,carrier,i721,Reporter.intensity.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,C,B,131,reference,i722,Reporter.intensity.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,C,B,131,unused,i723,Reporter.intensity.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,C,B,131,unused,i724,Reporter.intensity.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
725,C,B,131,m,i725,Reporter.intensity.5,C1,XeAL00262,O20,5,m,d0,10:19:31 AM,25.9,1.47,1,4,30,34,32,36,O,20
726,C,B,131,m,i726,Reporter.intensity.6,C1,XeAL00262,O20,6,m,d0,10:19:33 AM,24.51,1.56,1,4,34,34,32,36,O,20
727,C,B,131,m,i727,Reporter.intensity.7,C1,XeAL00262,O20,7,m,d0,10:19:36 AM,23.72,1.63,1,4,38,34,32,36,O,20
728,C,B,131,u,i728,Reporter.intensity.8,NA,XeAL00262,O20,8,u,d0,11:04:40 AM,17.48,1.36,1,4,26,38,32,36,O,20
729,C,B,131,u,i729,Reporter.intensity.9,NA,XeAL00262,O20,9,u,d0,11:04:43 AM,21.84,1.59,1,4,30,38,32,36,O,20
730,C,B,131,u,i730,Reporter.intensity.10,NA,XeAL00262,O20,10,u,d0,11:04:46 AM,18.75,1.49,1,4,34,38,32,36,O,20
731,C,B,131,u,i731,Reporter.intensity.11,NA,XeAL00262,O20,11,u,d0,11:04:48 AM,20.44,1.62,1,4,38,38,32,36,O,20
732,C,B,131,u,i732,Reporter.intensity.12,NA,XeAL00262,O20,12,u,d0,11:05:04 AM,19.4,1.63,1,4,28,42,32,36,O,20
733,C,B,131,u,i733,Reporter.intensity.13,NA,XeAL00262,O20,13,u,d0,11:05:07 AM,21.39,1.62,1,4,32,42,32,36,O,20
734,C,B,131,u,i734,Reporter.intensity.14,NA,XeAL00262,O20,14,u,d0,11:05:10 AM,19.67,1.91,1,4,36,42,32,36,O,20
735,C,B,131,m,i735,Reporter.intensity.15,NA,XeAL00262,O20,15,m,d0,10:18:57 AM,24.73,1.75,1,4,28,30,32,36,O,20
736,C,B,131,m,i736,Reporter.intensity.16,C1,XeAL00262,O20,16,m,d0,10:18:59 AM,27.06,1.72,1,4,32,30,32,36,O,20
737,C,B,131,m,i737,Reporter.intensity.17,C1,XeAL00262,O20,17,m,d0,10:19:02 AM,28.09,1.46,1,4,36,30,32,36,O,20
738,C,B,131,m,i738,Reporter.intensity.18,C1,XeAL00262,O20,18,m,d0,10:19:22 AM,25.7,1.4,1,4,26,34,32,36,O,20
739,C,B,133,carrier,i739,Reporter.intensity.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
740,C,B,133,reference,i740,Reporter.intensity.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,C,B,133,unused,i741,Reporter.intensity.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
742,C,B,133,unused,i742,Reporter.intensity.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,C,B,133,u,i743,Reporter.intensity.5,NA,XeAL00264,O22,5,u,d0,11:05:18 AM,22.02,1.75,1,4,16,56,10,58,O,22
744,C,B,133,u,i744,Reporter.intensity.6,NA,XeAL00264,O22,6,u,d0,11:05:27 AM,17.6,1.71,1,4,4,60,10,58,O,22
745,C,B,133,u,i745,Reporter.intensity.7,NA,XeAL00264,O22,7,u,d0,11:05:29 AM,19.53,1.55,1,4,8,60,10,58,O,22
746,C,B,133,u,i746,Reporter.intensity.8,NA,XeAL00264,O22,8,u,d0,11:05:31 AM,21.52,1.47,1,4,12,60,10,58,O,22
747,C,B,133,u,i747,Reporter.intensity.9,NA,XeAL00264,O22,9,u,d0,11:05:33 AM,18.23,1.72,1,4,16,60,10,58,O,22
748,C,B,133,u,i748,Reporter.intensity.10,NA,XeAL00264,O22,10,u,d0,11:05:54 AM,18.78,1.55,1,4,6,64,10,58,O,22
749,C,B,133,u,i749,Reporter.intensity.11,NA,XeAL00264,O22,11,u,d0,11:05:56 AM,20.11,1.51,1,4,10,64,10,58,O,22
750,C,B,133,neg,i750,Reporter.intensity.12,NA,XeAL00264,O22,12,neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,C,B,133,m,i751,Reporter.intensity.13,NA,XeAL00264,O22,13,m,d0,10:19:47 AM,30.82,1.96,1,4,6,52,10,58,O,22
752,C,B,133,m,i752,Reporter.intensity.14,NA,XeAL00264,O22,14,m,d0,10:19:49 AM,30.28,1.66,1,4,10,52,10,58,O,22
753,C,B,133,m,i753,Reporter.intensity.15,NA,XeAL00264,O22,15,m,d0,10:19:51 AM,23.9,1.57,1,4,14,52,10,58,O,22
754,C,B,133,m,i754,Reporter.intensity.16,NA,XeAL00264,O22,16,m,d0,10:20:08 AM,26.14,1.46,1,4,4,56,10,58,O,22
755,C,B,133,m,i755,Reporter.intensity.17,NA,XeAL00264,O22,17,m,d0,10:20:10 AM,22.1,1.51,1,4,8,56,10,58,O,22
756,C,B,133,m,i756,Reporter.intensity.18,NA,XeAL00264,O22,18,m,d0,10:20:13 AM,23.73,1.41,1,4,12,56,10,58,O,22
757,C,B,134,carrier,i757,Reporter.intensity.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
758,C,B,134,reference,i758,Reporter.intensity.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
759,C,B,134,unused,i759,Reporter.intensity.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
760,C,B,134,unused,i760,Reporter.intensity.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
761,C,B,134,u,i761,Reporter.intensity.5,NA,XeAL00265,O23,5,u,d0,11:05:36 AM,19.39,1.58,1,4,26,60,32,58,O,23
762,C,B,134,u,i762,Reporter.intensity.6,NA,XeAL00265,O23,6,u,d0,11:05:38 AM,20.2,1.6,1,4,30,60,32,58,O,23
763,C,B,134,u,i763,Reporter.intensity.7,NA,XeAL00265,O23,7,u,d0,11:05:40 AM,19.23,1.49,1,4,34,60,32,58,O,23
764,C,B,134,u,i764,Reporter.intensity.8,NA,XeAL00265,O23,8,u,d0,11:05:43 AM,23.56,1.32,1,4,38,60,32,58,O,23
765,C,B,134,u,i765,Reporter.intensity.9,NA,XeAL00265,O23,9,u,d0,11:05:58 AM,21.32,1.44,1,4,28,64,32,58,O,23
766,C,B,134,u,i766,Reporter.intensity.10,NA,XeAL00265,O23,10,u,d0,11:06:00 AM,24.77,1.58,1,4,32,64,32,58,O,23
767,C,B,134,neg,i767,Reporter.intensity.11,NA,XeAL00265,O23,11,neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
768,C,B,134,m,i768,Reporter.intensity.12,NA,XeAL00265,O23,12,m,d0,10:19:53 AM,24.94,1.56,1,4,28,52,32,58,O,23
769,C,B,134,m,i769,Reporter.intensity.13,NA,XeAL00265,O23,13,m,d0,10:19:55 AM,23.93,1.83,1,4,32,52,32,58,O,23
770,C,B,134,m,i770,Reporter.intensity.14,NA,XeAL00265,O23,14,m,d0,10:19:58 AM,25.76,1.51,1,4,36,52,32,58,O,23
771,C,B,134,m,i771,Reporter.intensity.15,NA,XeAL00265,O23,15,m,d0,10:20:15 AM,23.79,1.56,1,4,26,56,32,58,O,23
772,C,B,134,m,i772,Reporter.intensity.16,NA,XeAL00265,O23,16,m,d0,10:20:18 AM,25.56,1.61,1,4,30,56,32,58,O,23
773,C,B,134,m,i773,Reporter.intensity.17,NA,XeAL00265,O23,17,m,d0,10:20:21 AM,24.46,1.86,1,4,34,56,32,58,O,23
774,C,B,134,u,i774,Reporter.intensity.18,NA,XeAL00265,O23,18,u,d0,11:05:22 AM,18.62,1.47,1,4,38,56,32,58,O,23
775,C,B,105,carrier,i775,Reporter.intensity.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
776,C,B,105,reference,i776,Reporter.intensity.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
777,C,B,105,unused,i777,Reporter.intensity.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
